EVENT;DATETIME;SERVER_HOST;SERVER_ADDR;METHOD;FILE;ACTION_NAME;ACTION_ADD;COUNTRY;IP_ADDR;USER_AGENT;BROWSER_NAME;BROWSER_VERSION;PLATFORM;LANGUAGE;DOCUMENT_ROOT
"PAGE VISIT";"2024-07-01 15:16:47 Europe/Budapest";dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"QUERY (1)";China;101.44.161.115;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36";"Google Chrome";107.0.0.0;windows;zh-CN;/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2024-07-03 14:43:24 Europe/Budapest";www.dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"QUERY (1)";"United States";40.77.167.32;"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36";"Google Chrome";116.0.1938.76;bot;Unknown;/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2024-07-04 21:24:08 Europe/Budapest";dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"Sources (3)";Australia;110.238.105.241;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36";"Google Chrome";107.0.0.0;windows;zh-CN;/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2024-07-05 13:32:25 Europe/Budapest";www.dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"QUERY (1)";"United States";157.55.39.8;"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36";"Google Chrome";116.0.1938.76;bot;Unknown;/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2024-07-05 23:37:44 Europe/Budapest";dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"QUERY (1)";China;101.44.161.177;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36";"Google Chrome";110.0.0.0;windows;zh-CN;/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2024-07-06 09:30:24 Europe/Budapest";www.dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"QUERY (1)";"United States";157.55.39.48;"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36";"Google Chrome";116.0.1938.76;bot;Unknown;/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2024-07-06 21:48:21 Europe/Budapest";dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"QUERY (1)";Australia;124.243.135.114;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36";"Google Chrome";104.0.0.0;windows;zh-CN;/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2024-07-07 10:49:47 Europe/Budapest";www.dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"QUERY (1)";"United States";157.55.39.48;"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36";"Google Chrome";116.0.1938.76;bot;Unknown;/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2024-07-07 18:31:24 Europe/Budapest";www.dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"QUERY (1)";"United States";157.55.39.11;"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36";"Google Chrome";116.0.1938.76;bot;Unknown;/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2024-07-08 15:54:44 Europe/Budapest";dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"QUERY (1)";Ukraine;94.74.93.248;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36";"Google Chrome";107.0.0.0;windows;zh-CN;/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2024-07-09 09:46:13 Europe/Budapest";dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"About us (4)";Australia;124.243.149.153;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36";"Google Chrome";101.0.4951.67;windows;zh-CN;/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2024-07-09 15:16:49 Europe/Budapest";dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"QUERY (1)";Australia;110.238.110.188;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.64 Safari/537.36 Edg/101.0.1210.47";"Google Chrome";101.0.4951.64;windows;zh-CN;/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2024-07-10 11:56:43 Europe/Budapest";dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"QUERY (1)";China;101.44.160.189;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36";"Google Chrome";110.0.0.0;windows;zh-CN;/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2024-07-10 20:09:13 Europe/Budapest";dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"QUERY (1)";Australia;124.243.151.132;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36";"Google Chrome";107.0.0.0;windows;zh-CN;/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2024-07-11 15:38:49 Europe/Budapest";dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"QUERY (1)";Argentina;190.92.199.84;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36";"Google Chrome";101.0.4951.67;windows;zh-CN;/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2024-07-13 10:09:13 Europe/Budapest";dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"About us (4)";China;119.8.172.167;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36";"Google Chrome";107.0.0.0;windows;zh-CN;/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2024-07-13 15:40:01 Europe/Budapest";dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"QUERY (1)";China;119.8.175.202;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.64 Safari/537.36 Edg/101.0.1210.47";"Google Chrome";101.0.4951.64;windows;zh-CN;/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2024-07-14 02:12:00 Europe/Budapest";dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"QUERY (1)";Ukraine;94.74.90.154;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36";"Google Chrome";110.0.0.0;windows;zh-CN;/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2024-07-15 02:47:57 Europe/Budapest";dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"About us (4)";Australia;124.243.180.79;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36";"Google Chrome";107.0.0.0;windows;zh-CN;/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2024-07-15 03:41:28 Europe/Budapest";dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"QUERY (1)";Mongolia;49.0.200.240;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36";"Google Chrome";107.0.0.0;windows;zh-CN;/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2024-07-18 15:35:25 Europe/Budapest";dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"QUERY (1)";Australia;110.238.109.69;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36";"Google Chrome";101.0.4951.67;windows;zh-CN;/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2024-07-19 10:11:08 Europe/Budapest";dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"QUERY (1)";Australia;124.243.135.189;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36";"Google Chrome";101.0.4951.67;windows;zh-CN;/home/fogorvosa/dulzoltan.hu/go_tool/main.php
