EVENT;DATETIME;SERVER_HOST;SERVER_ADDR;METHOD;FILE;ACTION_NAME;ACTION_ADD;COUNTRY;IP_ADDR;USER_AGENT;BROWSER_NAME;BROWSER_VERSION;PLATFORM;LANGUAGE;DOCUMENT_ROOT
"PAGE VISIT";"2025-08-01 21:24:41 Europe/Budapest";dulzoltan.hu;79.120.135.235;GET;/go_tool/main.php;"page request";"QUERY (1)";China;124.156.226.179;"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1";"Apple Safari";13.0.3;mac;"zh-CN,zh;q=0.9,en-US;q=0.8,en;q=0.7";/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2025-08-01 21:55:08 Europe/Budapest";dulzoltan.hu;79.120.135.235;GET;/go_tool/main.php;"page request";"QUERY (1)";Japan;43.130.3.122;"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1";"Apple Safari";13.0.3;mac;"zh-CN,zh;q=0.9,en-US;q=0.8,en;q=0.7";/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2025-08-07 08:34:36 Europe/Budapest";dulzoltan.hu;79.120.135.235;GET;/go_tool/main.php;"page request";"QUERY (1)";Japan;43.130.116.87;"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1";"Apple Safari";13.0.3;mac;"zh-CN,zh;q=0.9,en-US;q=0.8,en;q=0.7";/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2025-08-08 11:51:25 Europe/Budapest";dulzoltan.hu;79.120.135.235;GET;/go_tool/main.php;"page request";"Sources (3)";"United States";52.167.144.177;"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36";"Google Chrome";116.0.1938.76;bot;Unknown;/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2025-08-13 01:20:59 Europe/Budapest";dulzoltan.hu;79.120.135.235;GET;/go_tool/main.php;"page request";"QUERY (1)";Japan;43.153.54.138;"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1";"Apple Safari";13.0.3;mac;"zh-CN,zh;q=0.9,en-US;q=0.8,en;q=0.7";/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2025-08-13 01:45:22 Europe/Budapest";dulzoltan.hu;79.120.135.235;GET;/go_tool/main.php;"page request";"QUERY (1)";Japan;43.157.181.189;"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1";"Apple Safari";13.0.3;mac;"zh-CN,zh;q=0.9,en-US;q=0.8,en;q=0.7";/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2025-08-13 01:56:18 Europe/Budapest";dulzoltan.hu;79.120.135.235;GET;/go_tool/main.php;"page request";"QUERY (1)";Japan;43.153.192.98;"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1";"Apple Safari";13.0.3;mac;"zh-CN,zh;q=0.9,en-US;q=0.8,en;q=0.7";/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2025-08-18 15:34:49 Europe/Budapest";dulzoltan.hu;79.120.135.235;GET;/go_tool/main.php;"page request";"QUERY (1)";Japan;43.131.23.154;"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1";"Apple Safari";13.0.3;mac;"zh-CN,zh;q=0.9,en-US;q=0.8,en;q=0.7";/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2025-08-18 15:49:34 Europe/Budapest";dulzoltan.hu;79.120.135.235;GET;/go_tool/main.php;"page request";"QUERY (1)";Japan;43.156.168.214;"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1";"Apple Safari";13.0.3;mac;"zh-CN,zh;q=0.9,en-US;q=0.8,en;q=0.7";/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2025-08-18 15:58:04 Europe/Budapest";dulzoltan.hu;79.120.135.235;GET;/go_tool/main.php;"page request";"About us (4)";Japan;43.173.1.69;"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1";"Apple Safari";13.0.3;mac;"zh-CN,zh;q=0.9,en-US;q=0.8,en;q=0.7";/home/fogorvosa/dulzoltan.hu/go_tool/main.php
