EVENT;DATETIME;SERVER_HOST;SERVER_ADDR;METHOD;FILE;ACTION_NAME;ACTION_ADD;COUNTRY;IP_ADDR;USER_AGENT;BROWSER_NAME;BROWSER_VERSION;PLATFORM;LANGUAGE;DOCUMENT_ROOT
"PAGE VISIT";"2025-04-15 00:40:31 Europe/Budapest";dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"QUERY (1)";Japan;43.156.168.214;"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1";"Apple Safari";13.0.3;mac;"zh-CN,zh;q=0.9,en-US;q=0.8,en;q=0.7";/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2025-04-15 00:50:45 Europe/Budapest";dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"Sources (3)";"United States";170.106.179.68;"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1";"Apple Safari";13.0.3;mac;"zh-CN,zh;q=0.9,en-US;q=0.8,en;q=0.7";/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2025-04-18 21:33:12 Europe/Budapest";dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"QUERY (1)";Australia;124.243.184.207;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36";"Google Chrome";134.0.0.0;mac;Unknown;/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2025-04-19 04:58:40 Europe/Budapest";dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"QUERY (1)";Australia;110.238.109.248;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36";"Google Chrome";134.0.0.0;mac;Unknown;/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2025-04-20 06:51:22 Europe/Budapest";dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"QUERY (1)";Japan;43.134.141.244;"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1";"Apple Safari";13.0.3;mac;"zh-CN,zh;q=0.9,en-US;q=0.8,en;q=0.7";/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2025-04-20 07:15:42 Europe/Budapest";dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"QUERY (1)";Japan;43.130.110.130;"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1";"Apple Safari";13.0.3;mac;"zh-CN,zh;q=0.9,en-US;q=0.8,en;q=0.7";/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2025-04-25 13:37:22 Europe/Budapest";dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"QUERY (1)";Japan;43.130.60.195;"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1";"Apple Safari";13.0.3;mac;"zh-CN,zh;q=0.9,en-US;q=0.8,en;q=0.7";/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2025-04-25 14:21:37 Europe/Budapest";dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"About us (4)";Japan;43.135.145.73;"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1";"Apple Safari";13.0.3;mac;"zh-CN,zh;q=0.9,en-US;q=0.8,en;q=0.7";/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2025-04-25 14:46:26 Europe/Budapest";dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"Sources (3)";Japan;43.130.71.237;"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1";"Apple Safari";13.0.3;mac;"zh-CN,zh;q=0.9,en-US;q=0.8,en;q=0.7";/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2025-04-30 13:27:50 Europe/Budapest";dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"QUERY (1)";China;49.51.72.236;"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1";"Apple Safari";13.0.3;mac;"zh-CN,zh;q=0.9,en-US;q=0.8,en;q=0.7";/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2025-04-30 13:42:25 Europe/Budapest";dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"About us (4)";Japan;43.153.87.54;"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1";"Apple Safari";13.0.3;mac;"zh-CN,zh;q=0.9,en-US;q=0.8,en;q=0.7";/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2025-04-30 13:51:59 Europe/Budapest";dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"QUERY (1)";Japan;43.135.182.43;"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1";"Apple Safari";13.0.3;mac;"zh-CN,zh;q=0.9,en-US;q=0.8,en;q=0.7";/home/fogorvosa/dulzoltan.hu/go_tool/main.php
"PAGE VISIT";"2025-04-30 14:22:03 Europe/Budapest";dulzoltan.hu;77.111.127.235;GET;/go_tool/main.php;"page request";"About us (4)";Japan;43.159.145.149;"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1";"Apple Safari";13.0.3;mac;"zh-CN,zh;q=0.9,en-US;q=0.8,en;q=0.7";/home/fogorvosa/dulzoltan.hu/go_tool/main.php
